UNH ID #,Sample Name,DateTime,NPOC (mg C/L),TDN (mg N/L),Cl (mg Cl/L),NO3 (mg N/L),SO4 (mg S/L),Abs254,SUVA,Na (mg Na/L),K (mg K/L),Mg (mg Mg/L),Ca (mg Ca/L),Closed Cell pH,TSS (mg/L),NH4 (ug N/L),DON mg/L,PO4 (ug P/L),CO2ppm,Chla_Conc
121743,LMP72,8/27/2013 11:06,7.05,0.72,29.58,0.10,1.85,0.20,2.80,20.12,1.48,1.59,8.74,7.32,,41.22,0.58,4.93,435.20,
121744,WHB01,8/27/2013 12:36,1.37,1.27,46.28,1.25,4.64,0.06,4.64,32.24,1.30,7.40,28.53,7.73,,6.95,0.02,2.00,725.08,
121745,SBM0.2,8/27/2013 15:37,1.19,0.04,6.16,0.00,1.52,0.03,2.19,3.99,0.07,0.32,0.91,5.10,,11.59,0.02,2.00,,
121746,DCF03,8/27/2013 15:15,6.92,0.45,8.86,0.15,0.66,0.29,4.24,5.87,0.42,0.76,3.25,6.72,,15.72,0.28,7.36,,
121907,LMP72,9/3/2013 10:38,10.67,1.25,20.85,0.13,2.53,0.35,3.27,14.23,2.26,1.12,7.05,6.65,,75.14,1.04,14.24,1153.96,
121908,WHB01,9/3/2013 11:48,8.41,0.65,40.58,0.25,4.94,0.29,3.46,28.85,1.71,6.04,23.55,7.32,,14.91,0.38,8.37,330.94,
121909,SBM0.2,9/3/2013 14:30,1.42,0.04,6.08,0.00,1.95,0.04,2.81,3.81,0.08,0.32,0.87,5.15,,5.42,0.03,2.00,,
121910,DCF03,9/3/2013 13:34,11.48,0.46,6.89,0.00,1.17,0.42,3.64,3.91,0.49,0.63,2.87,6.43,,33.56,0.42,2.00,,
121981,LMP72,9/10/2013 10:45,7.46,0.41,19.06,0.08,1.49,,,13.57,1.15,1.18,6.35,6.86,,30.67,0.30,2.00,683.05,
121982,WHB01,9/10/2013 11:03,2.14,1.01,49.88,0.94,3.76,,,35.15,1.59,7.94,29.21,7.68,,12.67,0.05,7.10,966.93,
121996,SBM0.2,9/10/2013 14:57,1.22,0.04,5.73,0.01,1.64,,,3.99,0.03,0.51,1.18,5.07,,5.96,0.02,2.00,,
121997,DCF03,9/10/2013 14:28,7.67,0.38,6.98,0.09,0.56,,,4.62,0.27,0.68,3.13,6.40,,29.63,0.26,4.04,,
122187,BDC0.30,9/13/2013 11:30,25.67,1.10,7.89,0.07,2.38,1.00,3.88,5.40,7.64,2.26,13.62,6.79,,19.52,1.01,141.62,,
122285,LMP72,9/17/2013 10:00,9.44,0.35,17.60,0.08,1.47,0.40,4.24,12.18,1.05,0.87,4.41,6.53,,17.02,0.25,5.13,834.37,
122286,WHB01,9/17/2013 11:04,4.11,0.74,52.20,0.61,3.89,0.14,3.33,36.68,1.86,7.07,25.79,7.42,,37.51,0.09,2.00,761.58,
122287,SBM0.2,9/17/2013 12:04,1.26,0.04,6.33,0.01,2.02,0.02,1.76,3.75,0.07,0.47,1.50,4.78,,5.08,0.02,2.00,,
122288,DCF03,9/17/2013 11:37,9.69,0.38,8.78,0.06,0.84,0.42,4.32,4.87,0.30,0.81,3.86,6.35,,27.19,0.29,4.53,,
122389,BEF,9/19/2013 12:00,1.86,0.13,2.14,0.01,0.68,,,2.03,0.32,0.24,2.58,,,7.87,0.11,5.58,,
122465,LMP72,9/24/2013 9:48,7.77,0.39,22.26,0.11,1.81,0.31,3.93,15.02,1.28,1.10,6.29,6.88,,16.50,0.27,6.95,,
122466,WHB01,9/24/2013 10:58,3.66,0.77,49.66,0.65,3.55,0.12,3.30,35.02,1.76,7.22,27.19,7.82,,10.70,0.11,2.00,,
122467,SBM0.2,9/24/2013 11:56,1.35,0.04,6.06,0.00,1.93,0.02,1.43,3.70,0.08,0.42,1.22,5.04,,8.38,0.02,5.54,,
122468,DCF03,9/24/2013 11:33,8.53,0.32,7.83,0.01,0.79,0.35,4.12,4.74,0.21,0.53,2.47,6.46,,20.53,0.28,5.13,,
122757,LMP72,10/1/2013 10:19,8.82,0.73,23.75,0.16,1.78,0.25,2.83,16.13,1.41,1.16,6.80,6.97,,36.84,0.54,9.38,864.17,
122758,WHB01,10/1/2013 11:32,2.83,0.83,53.33,0.74,3.41,0.10,3.44,37.49,1.61,7.63,28.66,7.81,,7.13,0.08,2.00,1041.96,
122759,SBM0.2,10/1/2013 12:35,1.40,0.09,7.34,0.01,2.00,0.02,1.37,4.64,0.11,0.46,1.30,5.02,,20.20,0.06,7.97,,
122760,DCF03,10/1/2013 12:09,7.47,0.37,9.62,0.10,0.78,0.30,4.06,5.76,0.36,0.70,3.06,6.30,,29.75,0.24,5.74,,
122991,BDC0.30,10/4/2013 14:45,10.62,3.15,22.03,2.66,5.60,,,11.33,8.68,5.21,39.33,,,11.35,0.48,70.28,,
123013,LMP72,10/8/2013 10:16,7.00,0.78,26.07,0.16,1.78,,,17.80,1.67,1.59,8.56,,,52.88,0.57,5.23,520.16,
123014,WHB01,10/8/2013 10:46,8.81,0.48,48.34,0.15,2.57,,,33.32,2.92,7.73,28.73,,,11.00,0.32,2.00,1049.55,
123028,SBM0.2,10/8/2013 14:28,1.25,0.04,5.68,0.01,1.77,,,3.82,0.50,0.38,1.18,,,2.50,0.03,2.00,,
123029,DCF03,10/8/2013 14:06,8.82,0.26,6.88,0.00,0.53,,,4.52,0.50,0.67,2.98,,,2.50,0.26,2.00,,
123236,HBF,10/10/2013 13:20,2.87,0.11,1.81,0.00,1.06,,,1.74,0.23,0.31,1.40,,,11.12,0.10,2.00,,
123283,LMP72,10/15/2013 9:57,8.65,0.69,29.38,0.17,1.96,0.26,3.01,19.62,1.74,1.54,8.10,6.68,,27.63,0.49,58.55,946.74,
123284,WHB01,10/15/2013 11:11,3.90,0.69,53.61,0.54,3.31,0.14,3.51,37.20,1.69,7.95,29.13,7.63,,9.93,0.14,4.32,1137.47,
123285,SBM0.2,10/15/2013 12:10,1.55,0.07,6.64,0.01,2.03,0.04,2.42,3.96,0.11,0.44,1.04,4.40,,13.05,0.05,2.00,,
123286,DCF03,10/15/2013 11:45,8.25,0.30,9.20,0.01,0.73,0.33,4.01,6.74,0.60,0.98,4.11,5.84,,23.93,0.27,2.00,,
123597,LMP72,10/22/2013 10:21,8.89,0.70,20.41,0.13,1.20,,,13.06,1.75,1.28,6.52,6.64,,32.65,0.54,7.97,1252.63,
123598,WHB01,10/22/2013 12:01,3.52,0.69,56.86,0.58,3.11,0.14,4.03,35.98,1.71,8.14,31.25,7.64,,6.13,0.11,2.00,571.94,
123599,SBM0.2,10/22/2013 12:58,1.41,0.08,4.62,0.02,1.72,0.03,1.79,3.79,0.06,0.61,1.73,5.07,,6.51,0.05,2.00,,
123600,DCF03,10/22/2013 12:36,7.81,0.30,7.79,0.04,0.64,0.31,3.97,5.76,0.58,0.81,3.43,6.07,,12.62,0.25,2.00,,
123620,BDC0.30,10/24/2013 12:00,11.31,2.43,22.57,1.94,4.78,0.44,3.89,11.44,8.96,5.12,39.07,7.19,,19.06,0.47,45.91,,
123698,LMP72,10/29/2013 9:40,6.24,0.53,16.75,0.15,1.18,,,11.27,1.26,1.13,5.76,6.77,,24.09,0.35,13.87,579.28,
123699,WHB01,10/29/2013 11:00,2.72,0.84,56.80,0.70,3.47,,,35.61,1.56,8.31,30.28,7.63,,8.63,0.13,16.82,918.66,
123700,SBM0.2,10/29/2013 13:13,1.24,0.08,4.67,0.01,1.83,,,4.02,0.06,0.57,1.52,4.97,,10.59,0.05,13.28,,
123701,DCF03,10/29/2013 12:54,7.00,0.31,8.00,0.02,0.72,,,5.81,0.49,0.83,3.36,6.46,,14.36,0.28,7.97,,
123706,TPB,10/30/2013 12:00,2.32,0.12,4.47,0.02,0.30,,,0.60,0.06,0.24,1.52,,,21.79,0.08,6.01,,
123727,LMP72,11/5/2013 9:25,5.60,0.39,,0.00,0.52,,,,0.27,0.28,1.17,6.89,,19.05,0.36,5.22,877.42,
123728,WHB01,11/5/2013 10:25,2.74,0.82,54.61,0.75,3.51,,,34.48,1.50,8.40,30.96,7.59,,9.27,0.06,4.44,1185.38,
123729,SBM0.2,11/5/2013 11:14,1.04,0.04,4.40,0.00,1.80,,,3.57,0.03,0.56,2.20,4.96,,11.42,0.02,2.00,,
123730,DCF03,11/5/2013 10:54,7.92,0.30,7.04,0.01,0.70,,,5.18,0.58,0.76,3.40,5.94,,19.31,0.27,2.00,,
123733,BEF,11/4/2013 11:00,2.02,0.14,1.86,0.05,0.68,0.06,2.82,1.48,0.30,0.21,2.46,7.09,,10.01,0.08,5.42,,
123836,LMP72,11/12/2013 11:13,4.78,0.45,19.98,0.21,1.33,0.17,3.61,12.76,1.05,1.09,5.90,6.98,1.59,16.07,0.23,2.00,756.61,
123837,WHB01,11/12/2013 11:35,2.58,0.75,55.03,0.70,3.75,0.08,3.00,33.47,1.29,8.27,31.46,7.51,,14.50,0.04,2.00,1011.28,
123851,SBM0.2,11/12/2013 16:15,1.15,0.14,6.80,0.01,1.95,0.02,1.42,5.39,0.16,0.63,2.02,4.95,,18.29,0.11,25.78,,
123852,DCF03,11/12/2013 15:46,7.44,0.31,7.58,0.00,0.65,0.27,3.65,5.34,0.62,0.70,3.02,6.49,,10.78,0.30,7.97,,
123965,BDC0.30,11/13/2013 16:04,9.03,2.65,21.38,2.49,5.07,,,12.26,8.54,5.65,29.15,,,15.42,0.15,18.72,,
123992,TPB,11/15/2013 2:15,1.93,0.12,3.09,0.00,0.98,,,2.24,0.30,0.41,1.96,,,21.41,0.09,4.63,,
123993,MCQ,11/16/2013 3:15,1.67,2.90,151.44,2.72,5.14,,,87.47,3.22,4.36,24.12,,,88.33,0.09,4.83,,
123995,LMP72,11/19/2013 10:44,4.94,0.56,21.35,0.32,1.46,,,13.77,1.23,1.28,6.64,,2.05,67.74,0.17,9.35,936.20,
123996,WHB01,11/19/2013 12:33,3.78,0.69,50.02,0.48,3.43,,,30.94,1.84,7.58,27.99,,,14.92,0.19,14.46,897.04,
123997,SBM0.2,11/19/2013 13:33,1.14,0.08,4.81,0.00,1.81,,,3.78,0.13,0.53,1.55,,,8.55,0.07,4.04,,
123998,DCF03,12/3/2013 13:07,7.55,0.30,7.35,0.01,0.70,,,5.12,0.71,0.78,3.44,,,17.18,0.28,2.00,,
124126,HBF,11/22/2013 13:00,2.44,0.36,1.79,0.23,1.02,,,1.32,0.08,0.26,1.46,6.19,,9.09,0.12,2.00,,
124127,BDC0.30,11/25/2013 12:00,7.41,4.76,26.79,3.75,7.74,,,13.08,9.18,6.07,50.33,7.02,,130.65,0.88,19.96,,
124210,LMP72,11/26/2013 9:48,4.69,0.40,25.30,0.26,1.60,,,15.70,1.31,1.43,7.61,,0.25,17.87,0.13,5.22,528.32,
124211,WHB01,11/26/2013 11:52,1.95,1.04,50.42,0.98,4.22,,,31.06,1.49,8.36,30.53,,,9.66,0.04,2.00,905.54,
124212,SBM0.2,11/26/2013 15:18,1.32,0.12,4.98,0.00,1.79,,,3.82,0.10,0.60,1.70,,,6.53,0.11,2.00,,
124213,DCF03,11/26/2013 14:59,8.16,0.30,5.64,0.00,0.72,,,4.34,0.47,0.68,3.14,,,9.51,0.29,2.00,,
124458,LMP72,12/3/2013 10:37,7.05,0.43,19.14,0.13,1.56,0.26,3.67,12.11,1.59,1.13,5.91,,2.22,18.52,0.28,5.42,638.09,
124459,WHB01,12/3/2013 11:43,4.09,0.77,48.77,0.62,3.98,0.12,2.91,29.34,1.50,7.14,25.54,,,15.70,0.13,2.00,683.67,
124460,SBM0.2,12/3/2013 13:05,2.39,0.08,5.13,0.00,2.00,0.03,1.12,3.58,0.13,0.44,1.10,,,11.44,0.06,2.00,,
124461,DCF03,12/3/2013 12:47,7.80,0.41,7.87,0.01,0.80,0.31,3.94,5.44,0.70,0.75,3.55,,,17.13,0.38,2.00,,
124650,TPB,12/6/2013 11:00,3.41,0.15,3.43,0.02,1.09,,,2.21,0.31,0.44,2.21,6.03,,12.72,0.12,2.00,,
124654,LMP72,12/10/2013 11:14,5.69,0.35,21.13,0.10,1.60,0.21,3.76,13.52,1.13,1.11,5.38,6.92,1.03,17.08,0.24,7.96,728.67,
124655,WHB01,12/10/2013 11:39,3.14,0.89,51.23,0.76,4.28,0.08,2.68,31.42,1.26,7.17,23.98,7.23,,53.91,0.07,5.91,922.55,
124669,SBM0.2,12/10/2013 16:04,1.52,0.04,4.73,0.00,1.91,0.02,1.62,3.63,0.09,0.49,1.25,5.18,,5.29,0.03,2.00,,
124670,DCF03,12/10/2013 15:32,7.18,0.29,9.52,0.01,0.87,0.28,3.85,5.72,0.65,0.64,2.58,5.96,,35.73,0.24,2.00,,
124686,BDC0.30,12/11/2013 15:59,13.55,1.71,20.72,1.20,4.25,0.55,4.07,12.73,7.88,4.55,24.90,,,56.66,0.45,37.54,,
124694,LMP72,12/17/2013 9:52,6.41,0.85,23.18,0.17,1.68,0.19,2.96,15.03,1.48,1.23,6.40,6.41,2.73,45.46,0.63,5.68,920.44,
124695,WHB01,12/17/2013 11:01,1.81,0.96,50.12,0.87,4.46,0.06,3.31,31.59,1.24,8.06,26.16,7.47,,11.58,0.07,2.00,1138.41,
124696,SBM0.2,12/17/2013 12:01,1.19,0.04,5.64,0.00,1.86,0.12,9.87,3.48,0.08,0.51,1.28,5.26,,2.50,0.03,5.29,,
124697,DCF03,12/17/2013 11:35,6.63,0.32,8.05,0.04,0.74,0.31,4.61,5.37,0.55,0.68,3.25,6.34,,49.06,0.23,2.00,,
124705,LMP72,12/23/2013 9:17,4.46,0.38,18.63,0.15,1.51,0.17,3.84,12.27,0.92,1.11,5.58,6.66,2.17,35.71,0.19,2.00,1237.58,
124706,WHB01,12/23/2013 10:19,3.78,0.73,40.46,0.55,3.70,0.14,3.64,26.60,1.31,6.55,21.05,7.54,,5.42,0.18,10.92,1207.26,
124707,SBM0.2,12/23/2013 11:17,1.35,0.04,5.28,0.00,1.83,0.04,2.62,3.43,0.09,0.58,1.62,5.12,,2.50,0.04,2.00,,
124708,DCF03,12/23/2013 10:54,6.41,0.32,8.85,0.07,0.89,0.31,4.79,5.89,0.61,0.72,3.12,6.47,,45.46,0.20,2.00,,
124712,LMP72,12/30/2013 9:03,4.75,0.39,21.97,0.15,1.65,0.19,4.10,14.24,0.99,1.27,6.30,6.65,3.18,43.92,0.20,7.04,1131.42,
124713,WHB01,12/30/2013 10:08,5.02,0.55,27.23,0.35,2.51,0.20,3.95,18.90,1.22,4.48,14.32,7.28,,7.99,0.19,15.97,837.86,
124714,SBM0.2,12/30/2013 11:03,2.28,0.08,5.21,0.00,1.68,0.06,2.45,3.30,0.14,0.54,1.65,5.01,,2.50,0.08,2.00,,
124715,DCF03,12/30/2013 10:42,6.22,0.27,8.08,0.01,0.94,0.30,4.81,5.31,0.74,0.76,3.09,6.39,,38.53,0.23,2.00,,
124756,BEF,12/20/2013 12:30,1.30,0.16,2.99,0.12,0.68,0.04,2.72,1.65,0.32,0.26,2.43,6.58,,2.50,0.03,2.00,,
124761,MCQ,12/23/2013 11:15,2.45,2.39,627.06,2.15,6.98,0.08,3.26,419.81,4.29,4.59,29.19,6.69,,242.31,0.00,4.91,,
124763,LMP72,1/7/2014 9:29,5.11,0.41,24.64,0.17,1.82,,,15.78,1.00,1.24,6.35,6.57,0.80,35.20,0.21,12.67,1998.89,
124764,WHB01,1/7/2014 10:45,4.83,0.70,37.91,0.49,2.98,,,25.50,1.12,5.10,16.34,7.20,,7.48,0.21,15.19,896.90,
124765,SBM0.2,1/7/2014 11:50,2.22,0.09,5.45,0.01,1.82,,,3.42,0.16,0.49,1.29,5.13,,2.50,0.09,4.91,,
124766,DCF03,1/7/2014 11:30,6.21,0.30,7.58,0.05,1.07,,,5.16,0.48,0.63,2.82,6.33,,31.35,0.21,8.59,,
124769,HBF,1/9/2014 13:30,1.80,0.51,2.91,0.41,0.89,,,1.33,0.09,0.31,1.20,5.36,,2.50,0.09,2.00,,
124773,LMP72,1/14/2014 10:42,4.72,0.35,26.46,0.16,1.84,0.20,4.19,16.70,1.15,1.37,6.81,6.51,3.79,24.68,0.17,2.00,1529.80,
124774,WHB01,1/14/2014 11:00,3.41,0.92,38.26,0.80,3.71,0.13,3.94,25.67,1.22,6.07,21.39,7.44,,7.00,0.12,2.00,1065.54,
124788,SBM0.2,1/14/2014 16:01,2.27,0.10,4.00,0.00,1.66,0.06,2.53,2.98,0.08,0.48,1.56,5.01,,2.50,0.09,2.00,,
124789,DCF03,1/14/2014 15:29,5.18,0.22,6.67,0.04,1.20,0.24,4.66,5.06,0.51,0.66,2.95,6.28,,15.15,0.16,2.00,,
124946,TPB,1/16/2014 10:30,4.53,0.16,3.93,0.00,1.11,,,1.99,0.26,0.34,1.17,5.53,,12.35,0.15,2.00,,
124950,LMP72,1/21/2014 11:14,4.75,0.33,19.88,0.13,1.74,,,13.00,0.70,0.95,4.97,6.72,2.27,15.69,0.19,2.00,,
124951,WHB01,1/21/2014 11:34,2.78,1.30,45.18,1.15,4.23,,,29.77,1.19,6.27,22.77,7.24,,12.10,0.13,2.00,,
124952,SBM0.2,1/21/2014 12:39,1.90,0.11,4.42,0.01,1.74,,,3.47,0.12,0.41,1.11,4.78,,5.83,0.10,16.99,,
124953,DCF03,1/21/2014 12:02,5.24,0.24,8.97,0.07,1.26,,,6.73,0.43,0.47,2.18,6.14,,23.13,0.16,4.32,,
125230,BDC0.30,1/23/2014 14:42,6.94,1.70,13.75,1.43,4.67,,,9.90,7.08,3.87,20.91,,,62.35,0.21,34.50,,
125408,LMP72,1/28/2014 11:25,4.48,0.38,23.88,0.21,2.08,,,15.60,1.10,1.30,6.02,6.72,0.56,24.90,0.14,8.73,1445.96,
125409,WHB01,1/28/2014 11:50,2.29,1.29,50.34,1.17,4.58,,,31.32,1.39,6.89,20.49,7.38,,15.01,0.10,7.08,1215.96,
125410,SBM0.2,1/28/2014 14:59,1.36,0.09,4.04,0.00,1.80,,,3.13,0.05,0.50,1.40,5.16,,2.50,0.09,2.00,,
125411,DCF03,1/28/2014 14:36,4.84,0.27,7.58,0.06,1.41,,,5.82,0.46,0.76,2.95,6.25,,41.63,0.17,2.00,,
125688,BEF,1/31/2014 13:00,1.21,0.18,2.03,0.12,0.73,,,1.80,0.25,0.19,1.68,6.59,,14.92,0.04,2.00,,
125689,TPB,1/31/2014 16:00,2.19,0.13,2.98,0.02,1.28,,,2.11,0.23,0.34,1.35,,,23.84,0.08,4.27,,
125715,LMP72,2/4/2014 10:01,3.79,0.42,24.24,0.25,2.14,,,15.83,1.13,1.38,6.51,6.70,1.56,26.67,0.14,8.40,771.93,
125716,WHB01,2/4/2014 11:17,2.59,1.15,49.46,1.09,4.48,,,31.11,1.40,6.80,19.32,7.51,,17.68,0.05,10.05,1036.66,
125717,SBM0.2,2/4/2014 12:23,1.27,0.04,4.12,0.00,1.81,,,3.24,0.08,0.45,1.23,5.07,,5.50,0.02,4.60,,
125718,DCF03,2/4/2014 11:58,4.46,0.32,,,1.65,,,8.32,0.62,1.28,4.59,6.22,,36.56,0.14,6.75,,
125741,MCQ,2/7/2014 10:45,1.41,3.55,,,,,,,,,,6.83,,99.82,,9.39,,
125742,TPB,2/7/2014 13:30,1.96,0.13,3.44,0.04,1.30,,,2.77,0.27,0.39,1.66,5.97,,17.67,0.07,2.00,,
126704,LMP72,2/11/2014 11:18,3.58,0.41,23.74,0.24,2.11,0.15,4.23,15.55,0.97,1.30,6.62,6.76,0.97,38.52,0.13,4.79,715.21,
126705,WHB01,2/11/2014 11:41,1.38,0.75,47.46,,4.41,0.06,4.39,31.34,1.20,6.96,20.62,7.55,,15.26,0.07,4.08,576.51,
126719,SBM0.2,2/11/2014 15:34,1.35,0.09,4.99,0.00,1.81,0.02,1.53,3.11,0.03,0.41,1.21,5.06,,9.78,0.07,4.08,,
126720,DCF03,2/11/2014 15:05,4.58,0.24,7.74,0.05,1.27,0.23,5.09,5.52,0.40,0.63,2.63,6.33,,62.56,0.14,4.26,,
126726,LMP72,2/18/2014 11:05,3.53,0.40,29.67,0.24,2.08,0.15,4.25,19.48,1.31,1.48,6.91,6.60,2.37,49.49,0.11,12.36,1484.33,
126727,WHB01,2/18/2014 11:23,2.50,1.25,48.47,1.13,4.36,0.07,2.69,31.90,1.43,7.04,20.60,7.59,,27.69,0.10,11.54,627.97,
126728,SBM0.2,2/18/2014 12:15,1.67,0.11,5.33,0.02,1.83,0.02,1.31,4.37,0.12,0.52,1.57,5.16,,15.01,0.08,7.74,,
126729,DCF03,2/18/2014 11:57,5.54,0.29,,0.05,1.17,0.22,4.01,,0.72,1.06,5.04,6.23,,79.66,0.16,6.09,,
126737,LMP72,2/25/2014 13:15,4.02,0.37,28.41,0.19,1.82,0.16,4.01,18.31,1.14,1.29,5.87,6.51,2.29,36.56,0.15,4.93,646.79,
126738,WHB01,2/25/2014 14:13,2.86,1.13,41.45,1.01,3.89,0.09,3.21,28.02,1.30,6.08,19.94,7.41,,15.77,0.11,12.69,377.54,
126739,SBM0.2,2/25/2014 15:13,1.21,0.08,4.18,0.00,1.76,0.02,1.95,3.20,0.06,0.44,1.16,5.16,,2.50,0.07,2.00,,
126740,DCF03,2/25/2014 14:49,4.61,0.32,7.47,0.06,1.16,0.21,4.60,5.61,0.45,0.62,2.34,6.35,,63.92,0.20,2.00,,
127038,HBF,2/27/2014 14:00,1.88,0.31,1.91,0.29,1.07,0.04,2.20,1.56,0.09,0.26,0.97,5.82,,2.50,0.02,2.00,,
127040,LMP72,3/4/2014 13:10,4.04,0.40,26.73,0.22,2.04,0.16,3.86,17.11,1.15,1.36,6.34,6.56,1.05,34.53,0.14,8.40,916.30,
127041,WHB01,3/4/2014 14:20,2.43,1.38,47.00,1.20,4.31,0.07,2.83,30.99,1.39,6.85,19.40,7.57,,19.93,0.15,9.88,648.58,
127042,SBM0.2,3/4/2014 15:18,1.46,0.10,4.13,0.00,1.80,0.02,1.64,3.19,0.06,0.48,1.36,5.02,,5.63,0.09,5.92,,
127043,DCF03,3/4/2014 14:55,4.61,0.30,7.48,0.05,1.24,0.21,4.56,5.85,0.50,0.69,2.73,6.23,,74.72,0.18,2.00,,
127091,LMP72,3/11/2014 10:42,3.59,0.45,30.30,0.28,2.19,0.13,3.54,18.44,1.19,1.59,8.41,6.70,1.20,43.41,0.13,2.00,1045.17,
127092,WHB01,3/11/2014 11:02,2.30,1.27,46.12,1.18,4.19,0.07,2.91,30.46,1.39,7.28,25.59,7.66,,29.29,0.06,6.15,689.04,
127106,SBM0.2,3/11/2014 15:03,1.20,0.09,4.24,0.01,1.82,0.02,1.56,3.20,0.06,0.48,1.64,5.15,,11.84,0.07,2.00,,
127107,DCF03,3/11/2014 14:41,4.56,0.34,8.42,0.07,1.19,0.20,4.42,6.08,0.62,0.79,3.62,6.27,,109.88,0.16,2.00,,
127212,BEF,3/14/2014 14:15,1.27,0.20,2.24,0.11,0.77,0.03,2.34,2.28,0.31,0.22,2.04,6.60,,16.34,0.07,10.35,,
127258,LMP72,3/18/2014 13:09,4.24,0.47,28.95,0.25,1.95,0.16,3.67,18.07,1.25,1.32,6.11,6.64,1.67,42.14,0.17,7.24,803.36,
127259,WHB01,3/18/2014 14:01,2.56,1.25,42.68,1.11,3.96,0.09,3.36,28.45,1.33,6.23,20.55,7.54,,17.80,0.12,9.06,534.10,
127260,SBM0.2,3/18/2014 14:53,1.18,0.04,7.65,0.02,1.61,0.03,2.50,3.06,0.06,0.57,1.69,5.00,,2.50,0.02,2.00,,
127261,DCF03,3/18/2014 14:34,4.00,0.30,10.96,0.08,1.34,0.19,4.85,7.91,0.55,0.74,2.86,6.38,,47.46,0.17,11.37,,
127268,TPB,3/19/2014 15:45,2.75,0.21,2.78,0.05,1.26,0.12,4.46,2.33,0.28,0.33,1.24,5.73,,29.43,0.13,2.00,,
127281,BDC0.30,3/19/2014 14:44,8.11,2.52,13.64,1.30,4.06,0.28,3.50,9.48,12.06,4.66,22.91,,,990.06,0.24,80.90,,
127335,LMP72,3/25/2014 13:24,3.65,0.41,29.36,0.23,1.91,0.14,3.92,17.90,1.24,1.29,5.94,6.71,0.29,25.66,0.15,10.05,756.47,
127336,WHB01,3/25/2014 14:09,2.43,1.24,44.48,1.16,3.97,0.08,3.48,27.01,1.32,5.97,16.40,7.57,,15.77,0.06,9.06,250.54,
127337,SBM0.2,3/25/2014 14:58,1.26,0.09,4.50,0.02,1.76,0.02,1.68,3.53,0.08,0.55,1.51,5.10,,7.44,0.06,4.60,,
127338,DCF03,3/25/2014 14:39,3.87,0.28,11.02,0.07,1.32,0.18,4.64,8.03,0.57,0.71,2.86,6.47,,27.94,0.18,10.87,,
127342,MCQ,3/21/2014 11:30,2.94,2.16,140.82,2.01,4.63,0.11,3.72,89.53,3.82,4.13,19.63,6.82,,81.47,0.07,8.73,,
127343,TPB,3/24/2014 12:00,2.66,0.17,2.72,0.04,1.27,0.12,4.52,2.28,0.28,0.37,1.51,5.37,,26.34,0.10,2.00,,
127354,LMP72,4/1/2014 13:20,6.42,0.53,16.76,0.13,1.30,,,11.66,0.99,0.80,3.28,6.35,15.83,25.31,0.37,4.63,1166.01,
127355,WHB01,4/1/2014 14:08,,,30.27,0.87,2.79,,,20.86,1.21,3.85,13.21,7.19,,18.25,,6.99,581.75,
127356,SBM0.2,4/1/2014 15:00,2.27,0.08,3.38,0.00,1.55,,,2.72,0.14,0.38,1.18,4.91,,2.50,0.08,4.60,,
127357,DCF03,4/1/2014 14:39,5.09,0.30,5.10,0.05,1.02,,,3.58,0.43,0.44,1.61,5.99,,15.29,0.24,2.00,,
127375,TPB,3/31/2014 10:15,4.76,0.19,2.37,0.03,1.03,0.20,4.29,1.84,0.27,0.29,0.98,5.42,,31.31,0.13,2.00,,
127410,LMP72,4/8/2014 10:58,4.60,0.27,16.20,0.11,1.48,0.18,3.88,10.76,0.91,0.82,3.65,6.40,3.61,9.56,0.15,,237.95,
127411,WHB01,4/8/2014 11:20,5.82,0.76,27.29,0.60,2.29,0.22,3.74,17.44,1.12,3.30,12.00,7.14,,18.22,0.14,,727.65,
127425,SBM0.2,4/8/2014 16:38,2.76,0.12,4.04,0.00,1.52,0.07,2.63,2.85,0.14,0.37,1.05,4.94,,7.40,0.11,,,
127426,DCF03,4/8/2014 16:10,4.32,0.19,4.65,0.03,1.08,0.17,3.90,3.27,0.37,0.37,1.40,5.59,,15.46,0.14,,,
127431,TPB,4/7/2014 9:45,4.09,0.23,3.32,0.01,1.02,0.19,4.57,1.73,0.26,0.31,1.34,5.20,,16.25,0.20,2.00,,
127457,BDC0.30,4/9/2014 14:38,7.75,0.89,10.21,0.44,2.47,0.32,4.17,7.50,5.27,2.43,12.51,,,69.63,0.39,63.57,,
127459,LMP72,4/15/2014 13:06,5.81,0.41,19.42,0.12,1.51,0.17,2.93,12.86,0.99,1.16,6.26,6.65,1.54,15.02,0.28,6.79,662.25,
127460,WHB01,4/15/2014 13:54,3.51,0.79,47.17,0.65,3.46,0.13,3.77,30.35,1.52,5.65,21.66,7.43,,9.82,0.13,8.17,741.73,
127461,SBM0.2,4/15/2014 14:39,1.87,0.16,4.54,0.00,1.67,0.05,2.42,3.13,0.17,0.42,1.42,4.94,,2.50,0.16,2.00,,
127462,DCF03,4/15/2014 14:21,5.12,0.29,5.52,0.02,1.10,0.19,3.77,3.87,0.36,0.46,1.94,6.26,,13.30,0.26,2.00,,
127497,BDC0.30,4/14/2014 15:00,17.18,1.33,12.72,0.50,2.83,0.39,2.25,8.86,6.22,2.64,13.66,7.06,,34.87,0.79,89.74,,
127553,TPB,4/16/2014 12:00,4.31,0.19,3.56,0.01,1.00,,,1.96,0.17,0.24,1.18,5.23,,20.52,0.16,2.00,,
