UNH ID #,Sample Name,DateTime,NPOC (mg C/L),TDN (mg N/L),Cl (mg Cl/L),NO3 (mg N/L),SO4 (mg S/L),Abs254,SUVA,Na (mg Na/L),K (mg K/L),Mg (mg Mg/L),Ca (mg Ca/L),Closed Cell pH,TSS (mg/L),NH4 (ug N/L),DON mg/L,PO4 (ug P/L),CO2ppm,Chla_Conc
131842,WHB01,8/14/2014 4:00,11.86,0.54,25.12,0.16,1.87,,,,,,,,53.20,2.50,0.38,12.38,,
131843,WHB01,8/14/2014 11:45,8.41,0.61,34.47,0.32,2.36,,,,,,,,4.00,5.13,0.29,8.73,,
131917,LMP72,10/21/2014 13:20,6.81,0.33,,,,0.21,3.05,,,,,6.70,2.76,136.47,,15.39,2035.44,
131918,WHB01,10/21/2014 14:10,4.14,0.74,49.16,0.58,3.27,0.12,2.82,34.84,1.83,8.55,14.60,7.41,,2.50,0.16,13.42,1684.21,
131919,SBM0.2,10/21/2014 15:34,3.39,0.10,3.57,0.00,1.80,0.03,0.92,3.64,0.60,0.70,1.19,5.00,,5.54,0.09,39.08,,
131920,DCF03,10/21/2014 14:53,7.52,0.24,7.04,0.00,0.56,0.31,4.11,5.17,0.64,0.93,2.63,,,6.90,0.23,5.26,,
132060,TPB,10/23/2014 12:05,6.35,0.23,3.15,0.03,1.01,0.36,5.73,2.25,0.78,0.57,1.79,,,2.50,0.20,2.00,,
132061,SBM0.2,10/22/2014 16:00,5.09,0.10,9.29,0.01,1.88,0.07,1.40,3.83,0.54,0.48,1.21,,,11.79,0.07,24.64,,
132062,SBM0.2,10/22/2014 17:00,2.20,0.04,6.36,0.02,1.30,0.07,3.12,4.47,0.41,0.53,2.01,,,14.35,0.00,18.86,,
132063,SBM0.2,10/22/2014 18:00,3.00,0.04,4.63,0.01,1.77,0.07,2.34,3.28,0.48,0.61,1.44,,,10.22,0.01,15.00,,
132064,SBM0.2,10/22/2014 19:00,2.62,0.04,5.51,0.01,1.80,0.06,2.16,3.33,0.40,0.53,1.22,,,2.50,0.02,13.08,,
132065,SBM0.2,10/22/2014 20:00,2.62,0.12,4.51,0.01,1.78,0.05,1.98,3.42,0.42,0.63,1.35,,,10.87,0.10,10.94,,
132066,SBM0.2,10/22/2014 21:00,2.15,0.04,5.69,0.01,1.81,0.04,1.98,3.52,0.30,0.50,1.11,,,2.50,0.02,8.15,,
132067,SBM0.2,10/22/2014 22:00,1.71,0.04,4.86,0.01,1.80,0.04,2.30,3.64,0.25,0.64,1.41,,,2.50,0.02,10.72,,
132068,SBM0.2,10/22/2014 23:00,3.30,0.04,5.05,0.01,1.79,0.07,2.22,3.42,0.58,0.51,1.28,,,2.50,0.02,16.72,,
132069,SBM0.2,10/23/2014 0:05,2.90,0.04,4.58,0.01,1.76,0.07,2.26,3.44,0.53,0.62,1.28,,,2.50,0.02,13.50,,
132070,SBM0.2,10/23/2014 1:00,4.49,0.07,6.20,0.01,1.76,0.11,2.39,3.34,0.81,0.57,1.15,,,7.61,0.05,23.35,,
132071,SBM0.2,10/23/2014 2:00,3.37,0.08,4.70,0.01,1.76,0.08,2.41,3.45,0.62,0.52,1.25,,,2.50,0.07,16.29,,
132072,SBM0.2,10/23/2014 3:00,4.13,0.04,4.57,0.01,1.71,0.11,2.64,3.25,0.87,0.50,1.25,,,2.50,0.02,19.71,,
132073,SBM0.2,10/23/2014 4:00,3.35,0.09,6.06,0.01,1.74,0.07,2.20,3.53,0.59,0.67,1.36,,,2.50,0.08,13.29,,
132074,SBM0.2,10/23/2014 5:00,3.12,0.04,4.65,0.01,1.74,0.08,2.41,3.33,0.57,0.53,1.26,,,,,16.07,,
132075,SBM0.2,10/23/2014 6:00,2.65,0.04,5.86,0.01,1.77,0.06,2.18,3.55,0.56,0.52,1.21,,,,,8.79,,
132076,SBM0.2,10/23/2014 7:00,1.82,0.04,4.71,0.01,1.88,0.04,2.18,3.34,0.26,0.50,1.26,,,,,5.15,,
132077,SBM0.2,10/23/2014 8:00,3.30,0.04,5.69,0.01,1.71,0.08,2.30,3.32,0.55,0.58,1.17,,,,,17.36,,
132078,SBM0.2,10/23/2014 9:00,4.09,0.04,4.41,0.01,1.59,0.11,2.62,2.85,1.54,0.56,1.07,,,,,15.86,,
132079,SBM0.2,10/23/2014 10:00,2.82,0.04,4.58,0.01,1.89,0.07,2.34,3.23,1.14,0.67,1.25,,,,,10.72,,
132080,SBM0.2,10/23/2014 11:00,3.39,0.04,5.29,0.01,1.70,0.08,2.29,3.03,1.20,0.56,1.13,,,2.50,0.02,14.58,,
132081,SBM0.2,10/23/2014 12:00,2.29,0.04,4.57,0.01,1.55,0.05,2.12,2.88,0.99,0.62,1.30,,,2.50,0.02,8.37,,
132082,SBM0.2,10/23/2014 13:00,2.45,0.08,6.12,0.01,1.53,0.05,2.01,3.17,0.84,0.54,1.05,,,2.50,0.07,10.08,,
132083,SBM0.2,10/23/2014 14:00,1.80,0.04,6.75,0.01,1.58,0.03,1.86,4.30,0.99,0.67,1.51,,,2.50,0.02,4.73,,
132084,SBM0.2,10/23/2014 15:00,1.60,0.04,5.82,0.01,1.56,0.03,1.84,3.28,0.29,0.48,1.14,,,2.50,0.02,7.30,,
132085,BDC0.30,10/22/2014 16:00,21.18,1.01,24.59,0.43,3.96,0.60,2.85,10.78,11.68,6.33,31.91,,,2.50,0.58,154.60,,
132086,BDC0.30,10/22/2014 17:00,20.14,0.95,25.23,0.37,3.84,0.65,3.21,11.19,12.00,6.35,30.86,,0.50,6.32,0.57,156.41,,
132087,BDC0.30,10/22/2014 18:00,20.55,0.90,26.51,0.34,4.00,0.67,3.26,11.43,12.63,6.62,29.33,,,2.50,0.56,156.01,,
132088,BDC0.30,10/22/2014 19:00,,,27.13,0.29,3.95,0.71,,11.70,14.45,6.85,34.25,,15.00,2.50,,171.91,,
132089,BDC0.30,10/22/2014 20:00,21.36,0.88,27.28,0.13,1.60,0.71,3.31,14.04,2.64,1.74,7.27,,,2.50,0.75,188.00,,
132090,BDC0.30,10/22/2014 21:00,22.28,0.92,21.42,0.10,1.31,0.76,3.43,13.78,2.01,1.61,6.40,,2.50,7.19,0.81,196.85,,
132091,BDC0.30,10/22/2014 22:00,22.97,0.93,28.15,0.26,4.20,0.75,3.26,11.85,13.98,6.75,34.00,,,2.50,0.67,202.69,,
132092,BDC0.30,10/22/2014 23:00,23.44,0.92,27.92,0.24,4.43,0.77,3.28,11.42,13.69,6.42,32.37,,11.50,5.62,0.67,194.04,,
132093,BDC0.30,10/23/2014 0:05,23.13,0.89,27.20,0.21,4.36,0.75,3.24,11.64,13.97,6.42,30.14,,,2.50,0.67,195.65,,
132094,BDC0.30,10/23/2014 1:00,22.21,0.84,26.49,0.20,4.59,0.78,3.53,10.60,13.32,5.79,29.03,,39.00,2.50,0.64,183.58,,
132095,BDC0.30,10/23/2014 2:00,23.32,0.85,26.08,0.18,4.77,0.77,3.29,10.44,14.79,5.75,27.28,,,2.50,0.67,194.04,,
132096,BDC0.30,10/23/2014 3:00,23.76,0.83,25.33,0.17,4.91,0.81,3.41,9.88,11.76,4.99,24.92,,5.00,2.50,0.67,185.99,,
132097,BDC0.30,10/23/2014 4:00,24.12,0.88,27.20,0.18,5.42,0.80,3.31,10.26,12.67,5.43,25.38,,,2.50,0.70,200.88,,
132098,BDC0.30,10/23/2014 5:00,26.45,0.98,28.04,0.21,5.79,0.84,3.17,10.42,13.33,5.51,26.12,,12.00,2.50,0.78,203.09,,
132099,BDC0.30,10/23/2014 6:00,25.20,0.88,26.65,0.17,5.85,0.81,3.23,9.86,13.16,5.18,26.35,,,2.50,0.71,217.58,,
132100,BDC0.30,10/23/2014 7:00,26.64,0.93,29.58,0.18,6.40,0.89,3.33,10.80,14.49,5.67,26.51,,2.00,2.50,0.75,227.43,,
132101,BDC0.30,10/23/2014 8:00,24.53,0.86,25.97,0.18,5.90,0.81,3.29,9.92,13.48,4.96,23.35,,,2.50,0.68,195.85,,
132102,BDC0.30,10/23/2014 9:00,18.54,0.70,15.71,0.10,4.92,0.65,3.51,6.17,10.18,3.11,13.86,,47.00,2.50,0.60,195.04,,
132103,BDC0.30,10/23/2014 10:00,20.83,0.71,18.16,0.03,4.89,0.68,3.26,6.71,11.21,3.35,14.24,,,2.50,0.67,234.48,,
132104,BDC0.30,10/23/2014 11:00,22.85,1.03,19.15,0.18,4.90,0.80,3.49,8.20,15.98,3.37,13.31,,30.61,2.50,0.85,367.62,,
132105,BDC0.30,10/23/2014 12:00,23.72,1.16,20.24,0.24,5.31,0.86,3.61,8.76,17.16,3.56,14.07,,,28.59,0.89,470.23,,
132106,BDC0.30,10/23/2014 13:00,28.13,1.32,15.60,0.01,1.74,0.94,3.33,8.64,0.33,0.67,1.52,,32.61,5.23,1.31,399.81,,
132107,BDC0.30,10/23/2014 14:00,26.85,1.19,14.66,0.00,1.78,0.95,3.54,8.64,0.46,0.70,1.63,,,2.50,1.19,368.63,,
132108,BDC0.30,10/23/2014 15:00,29.98,1.39,21.26,0.37,6.71,1.02,3.40,9.78,17.36,4.31,16.94,,30.00,5.02,1.01,314.31,,
132113,LMP72,10/22/2014 16:00,8.53,0.34,24.42,0.06,1.21,0.25,2.97,15.94,1.86,1.64,6.97,,,15.75,0.26,37.06,,
132114,LMP72,10/22/2014 18:00,7.88,0.31,23.62,0.06,1.19,0.23,2.88,15.34,1.97,1.60,6.61,,,2.50,0.25,16.07,,
132115,LMP72,10/22/2014 20:00,7.93,0.29,23.33,0.07,1.19,0.23,2.88,15.19,1.77,1.55,6.43,,,2.50,0.22,9.44,,
132116,LMP72,10/22/2014 22:00,5.50,0.27,22.19,0.08,1.12,0.22,3.93,14.72,1.37,1.39,6.36,,,2.50,0.19,9.65,,
132117,LMP72,10/23/2014 0:05,7.08,0.28,22.89,0.07,1.17,0.21,2.96,14.93,1.78,1.52,6.27,,,2.50,0.21,7.94,,
132118,LMP72,10/23/2014 2:00,7.02,0.27,23.01,0.04,1.20,0.22,3.17,15.66,1.54,1.51,6.12,,,2.50,0.24,4.94,,
132119,LMP72,10/23/2014 4:00,7.36,0.30,23.21,0.08,1.18,0.20,2.72,15.01,1.64,1.60,6.97,,,2.50,0.23,5.37,,
132120,LMP72,10/23/2014 6:00,7.13,0.31,23.17,0.07,1.16,0.21,2.93,14.95,1.68,1.56,6.46,,,2.50,0.24,4.08,,
132121,LMP72,10/23/2014 8:00,7.05,0.27,23.37,0.06,1.16,0.22,3.07,15.08,1.70,1.60,6.67,,,2.50,0.21,5.37,,
132122,LMP72,10/23/2014 10:00,6.98,0.28,22.82,0.07,1.15,0.22,3.14,14.73,1.69,1.56,6.64,,,2.50,0.21,7.51,,
132123,LMP72,10/23/2014 12:00,6.92,0.29,22.53,,1.12,0.20,2.85,14.53,1.67,1.51,6.13,,,2.50,0.13,2.00,,
132124,LMP72,10/23/2014 14:00,7.33,0.29,21.99,0.07,1.16,0.20,2.75,14.31,1.74,1.62,7.02,,,,,27.31,,
132125,LMP72,10/23/2014 16:00,6.49,0.27,21.85,0.08,1.16,0.19,2.89,13.71,1.67,1.51,6.37,,,2.50,0.19,7.13,,
132126,LMP72,10/23/2014 18:00,7.09,0.28,15.31,,2.32,0.19,2.64,14.12,1.79,1.72,7.58,,,2.50,0.10,5.52,,
132127,LMP72,10/23/2014 20:00,7.76,0.28,21.86,0.08,1.21,0.21,2.64,14.04,1.97,1.68,7.02,,,2.50,0.20,9.75,,
132128,LMP72,10/23/2014 22:00,7.81,0.33,21.72,0.09,1.27,0.22,2.85,13.95,2.02,1.67,7.10,,,2.50,0.24,13.37,,
132129,LMP72,10/24/2014 0:05,8.18,0.33,21.48,0.10,1.29,0.21,2.59,13.77,2.00,1.64,6.79,,,2.50,0.23,9.75,,
132130,LMP72,10/24/2014 2:00,7.61,0.35,21.26,0.12,1.32,0.26,3.40,13.64,2.13,1.57,6.40,,,2.50,0.23,11.96,,
132131,LMP72,10/24/2014 4:00,7.75,0.34,20.92,0.10,1.30,0.23,2.96,13.45,2.07,1.53,6.36,,,2.50,0.23,7.33,,
132132,LMP72,10/24/2014 6:00,7.37,0.33,22.03,0.11,1.35,0.24,3.19,14.12,1.95,1.53,6.36,,,2.50,0.22,8.54,,
132133,LMP72,10/24/2014 8:00,7.84,0.35,24.56,0.10,1.50,0.23,2.99,16.36,1.90,1.59,6.59,,,2.50,0.25,4.52,,
132134,LMP72,10/24/2014 10:00,8.77,0.38,26.92,0.13,1.56,0.25,2.84,16.85,2.15,1.68,7.45,,,2.50,0.25,4.72,,
132135,LMP72,10/24/2014 12:00,8.50,0.36,27.82,0.13,1.55,0.25,2.91,17.72,2.38,1.71,7.50,,,2.50,0.22,4.52,,
132136,LMP72,10/24/2014 14:00,8.42,0.33,28.55,0.10,1.57,0.25,2.99,18.12,2.42,1.76,7.69,,,2.50,0.22,4.32,,
132138,BDC0.30,10/27/2014 10:50,21.28,1.71,,,,0.84,3.96,,,,,7.03,,12.43,,,,
132139,TPB,10/27/2014 12:00,4.05,0.16,3.08,0.01,0.95,0.14,3.45,2.46,0.46,0.49,1.42,5.94,,19.98,0.14,7.49,,
132141,LMP72,10/28/2014 10:04,7.03,0.54,26.06,0.04,1.35,0.21,3.01,17.18,1.98,1.68,6.93,6.77,6.13,27.64,0.47,7.89,1826.37,
132142,WHB01,10/28/2014 10:20,3.52,0.63,53.52,0.54,3.54,0.11,3.03,34.63,2.10,9.13,15.82,7.42,,2.50,0.09,20.86,2703.57,
132143,SBM0.2,10/28/2014 10:52,1.03,0.08,4.91,0.00,1.59,0.02,1.94,3.86,0.14,0.60,1.02,5.01,,2.50,0.08,10.12,,
132144,DCF03,10/28/2014 11:10,7.91,0.28,9.34,0.01,0.64,0.31,3.88,6.14,0.59,0.92,2.65,6.44,,2.50,0.26,7.08,,
132496,TPB,11/3/2014 14:15,3.23,0.14,2.70,0.01,0.95,0.12,3.77,2.24,0.43,0.48,1.41,,,7.04,0.12,6.68,,
132497,BDC0.30,11/3/2014 16:00,18.16,1.71,20.03,1.23,4.47,0.71,3.92,10.20,8.21,4.84,28.30,,,8.63,0.48,75.54,,
132499,LMP72,11/4/2014 11:35,5.52,0.30,21.60,0.14,1.30,0.19,3.52,13.17,1.61,1.51,6.40,,0.18,5.23,0.16,5.46,2271.15,
132500,WHB01,11/4/2014 10:52,3.16,0.60,52.58,0.51,3.52,0.10,3.04,33.44,2.14,9.52,25.40,,,2.50,0.10,11.74,2182.71,
132501,SBM0.2,11/4/2014 10:25,1.19,0.04,6.28,0.01,1.83,0.02,1.34,3.93,0.95,0.72,1.66,,,9.17,0.02,5.12,,
132502,DCF03,11/4/2014 10:07,7.15,0.24,10.73,0.05,0.77,0.28,3.96,5.88,0.55,0.90,3.42,,,8.93,0.18,5.26,,
132597,LMP72,11/11/2014 10:18,4.81,0.30,20.80,0.15,1.35,0.17,3.57,12.70,1.42,1.45,6.31,6.97,3.61,8.95,0.15,7.08,2385.65,
132598,WHB01,11/11/2014 10:33,2.39,0.62,55.11,,3.43,0.08,3.29,33.80,2.05,9.50,13.00,8.51,,2.50,0.56,8.91,2304.74,
132613,DCF03,11/11/2014 13:32,6.92,0.29,10.82,0.06,0.67,0.28,4.04,5.74,0.56,0.85,3.14,6.54,,6.12,0.22,4.25,,
132615,SBM0.2,11/11/2014 13:55,0.89,0.04,8.23,0.05,1.73,0.02,2.12,3.69,0.08,0.67,1.54,5.12,,2.50,-0.02,7.29,,
132618,BDC0.30,11/10/2014 1:30,14.51,2.17,21.65,1.64,4.98,0.48,3.33,10.42,8.59,5.49,32.16,,,8.82,0.52,54.07,,
132619,TPB,11/10/2014 2:40,2.83,0.15,3.09,0.01,0.97,0.12,4.34,2.39,0.50,0.47,1.41,,,20.90,0.12,4.25,,
132645,BDC0.30,11/12/2014 12:54,13.09,1.95,21.08,1.75,5.36,0.44,3.37,10.83,8.36,5.21,33.33,,,2.50,0.20,51.82,,
132658,LMP72,11/18/2014 9:57,4.56,0.34,18.45,0.14,1.34,0.16,3.40,11.81,1.11,1.43,7.32,6.73,2.25,13.46,0.18,7.05,1316.87,
132659,WHB01,11/18/2014 10:43,6.21,0.51,38.17,0.34,3.47,0.20,3.23,24.68,1.41,6.76,17.51,7.46,,2.50,0.17,11.82,2115.52,
132660,SBM0.2,11/18/2014 11:34,1.76,0.12,5.31,0.00,1.70,0.02,1.41,3.79,0.29,0.48,1.06,5.06,,6.21,0.11,4.25,,
132661,DCF03,11/18/2014 11:14,8.44,0.33,11.90,0.04,0.98,0.31,3.63,6.78,1.02,0.84,2.83,6.37,,2.50,0.29,2.00,,
132671,LMP72,11/25/2014 9:37,5.87,0.51,24.41,0.16,1.49,0.19,3.28,15.33,1.43,1.49,8.19,6.84,1.33,19.24,0.33,6.17,1217.57,
132672,WHB01,11/25/2014 10:24,4.54,0.53,42.89,0.37,3.56,0.15,3.23,26.61,1.47,7.28,16.63,7.50,,2.50,0.16,8.14,1888.56,
132673,SBM0.2,11/25/2014 11:05,1.45,0.15,7.41,0.02,1.81,0.02,1.30,5.04,0.27,0.56,1.36,5.13,,7.26,0.13,9.60,,
132674,DCF03,11/25/2014 10:54,7.28,0.32,10.18,0.02,0.83,0.29,4.02,6.05,0.77,0.78,2.66,6.51,,2.50,0.29,2.00,,
132783,GOF,11/23/2014 12:45,3.55,0.38,18.05,0.17,1.39,0.13,3.61,11.76,0.96,1.01,5.93,6.82,,111.34,0.09,10.48,,
132784,MCQ,11/23/2014 15:15,1.89,2.83,,,,0.04,2.15,,,,,6.90,,90.14,,4.18,,
132785,MCQ,10/12/2014 13:05,1.49,2.66,,,,0.05,3.18,,,,,,,79.71,,2.00,,
132786,GOF,10/12/2014 13:50,2.98,0.44,24.15,0.27,1.39,0.09,3.18,15.74,1.19,1.22,7.69,,,49.66,0.12,10.74,,
132787,MCQ,10/5/2014 10:40,2.05,2.50,157.90,2.42,4.53,0.07,3.21,88.05,3.13,4.33,21.87,,,53.73,0.02,7.65,,
132788,GOF,10/5/2014 10:25,,,28.02,0.34,1.84,0.08,,18.85,1.29,1.45,8.70,,,50.94,,11.65,,
132789,MCQ,9/27/2014 9:05,1.43,3.02,165.43,2.86,4.99,0.05,3.26,92.54,2.98,4.60,21.67,,,69.03,0.09,6.33,,
132790,GOF,9/27/2014 8:50,2.64,0.45,25.18,0.31,1.49,0.08,2.89,16.41,1.14,1.25,7.35,,,36.46,0.10,12.72,,
132791,MCQ,9/20/2014 11:30,1.31,3.05,,,,0.04,3.11,,,,,,,173.42,,2.00,,
132792,GOF,9/20/2014 11:10,2.59,0.49,24.01,0.33,1.40,0.08,3.03,16.10,1.09,1.20,7.41,,,58.14,0.11,16.71,,
132793,BDC0.30,11/24/2014 1:20,15.93,1.12,,,,0.63,3.93,,,,,6.92,,14.87,,,,
132794,TPB,11/25/2014 2:30,3.61,0.17,2.69,0.03,1.00,0.13,3.52,2.28,0.50,0.49,1.41,6.12,,7.84,0.13,,,
132795,BEF,9/19/2014 16:00,,,2.61,0.04,0.69,0.04,,1.77,0.40,0.24,2.30,,,9.20,,2.00,,
132796,BEF,9/26/2014 14:30,,,3.42,0.03,0.70,0.03,,1.70,0.39,0.24,2.32,,,2.50,,2.00,,
132797,BEF,10/14/2014 16:30,,,0.69,0.00,0.71,0.05,,1.88,0.56,0.26,2.24,,,9.57,,2.00,,
132798,BEF,10/24/2014 16:00,,,0.54,0.03,0.48,0.11,,0.87,0.25,0.14,1.22,,,6.04,,2.00,,
132799,BEF,11/5/2014 15:30,,,0.51,0.04,0.65,0.05,,1.36,0.37,0.20,1.69,,,7.61,,2.00,,
132800,BEF,11/25/2014 12:30,,,0.83,0.09,0.60,0.08,,1.37,0.33,0.16,1.41,6.53,,2.50,,2.00,,
132802,LMP72,12/2/2014 9:28,5.41,0.33,26.44,0.14,3.94,0.19,3.45,16.81,,1.76,8.55,6.80,2.56,2.50,0.19,6.23,1668.33,
132803,WHB01,12/2/2014 10:23,4.99,0.56,38.74,0.42,3.40,0.16,3.26,24.92,1.29,6.78,15.59,7.58,,5.47,0.14,5.15,1410.65,
132804,SBM0.2,12/2/2014 11:09,1.74,0.07,5.36,0.00,1.66,0.03,1.59,3.58,0.24,0.47,0.96,5.12,,2.50,0.07,4.66,,
132805,DCF03,12/2/2014 10:54,8.22,0.35,9.68,0.03,0.84,0.31,3.78,5.94,0.79,0.81,2.66,6.48,,7.09,0.32,2.00,,
132850,LMP72,12/9/2014 11:02,6.14,0.46,29.38,0.15,1.90,0.22,3.53,17.98,1.82,1.71,7.29,6.77,3.23,10.59,0.30,5.41,1783.43,
132851,WHB01,12/9/2014 11:16,2.53,0.78,49.38,0.67,3.97,0.12,4.55,30.53,1.72,8.33,26.54,7.57,,5.35,0.10,2.00,1816.52,
132866,DCF03,12/9/2014 14:03,6.31,0.23,10.70,0.07,0.98,0.26,4.17,5.64,0.59,0.79,3.10,6.42,,7.79,0.15,2.00,,
132868,SBM0.2,12/9/2014 14:28,1.86,0.04,8.69,0.05,1.55,0.04,2.27,3.72,0.14,0.57,1.54,4.89,,2.50,-0.02,2.00,,
132871,BDC0.30,12/8/2014 12:00,12.84,1.56,,,,0.53,4.13,,,,,6.80,,140.69,,,,
132872,TPB,12/8/2014 14:00,4.18,0.15,2.98,0.01,1.10,0.15,3.47,2.36,0.36,0.45,1.22,5.74,,2.50,0.14,,,
132890,BDC0.30,12/12/2014 11:44,8.00,0.92,,,,0.48,5.97,,,,,,,,,55.88,,
133038,TPB,12/15/2014 12:15,5.20,0.15,4.80,0.01,1.04,0.20,3.82,1.77,0.27,0.45,1.55,5.51,,2.50,0.13,,,
133040,LMP72,12/16/2014 9:42,6.77,0.45,20.40,0.12,1.82,,,13.50,1.91,1.40,6.77,6.58,1.25,2.50,0.33,18.39,1372.95,
133041,WHB01,12/16/2014 10:33,3.09,0.97,55.34,0.86,4.28,,,33.51,2.31,7.99,25.93,7.54,,2.50,0.11,8.33,1546.62,
133042,SBM0.2,12/16/2014 11:05,1.76,0.08,6.97,0.01,1.54,,,3.76,0.15,0.59,1.63,4.97,,2.50,0.06,7.92,,
133043,DCF03,12/16/2014 11:23,7.66,0.22,7.72,0.02,6.27,,,5.26,,,6.33,6.28,,2.50,0.21,,,
133069,TPB,12/22/2014 11:15,4.17,0.10,4.92,0.01,1.10,0.16,3.90,1.80,0.23,0.53,1.76,5.57,,2.50,0.09,,,
133071,LMP72,12/23/2014 9:23,5.31,0.36,23.17,0.13,1.90,,,14.86,1.31,1.42,6.49,6.67,1.61,8.72,0.21,7.76,1575.37,
133072,WHB01,12/23/2014 10:03,3.47,0.89,48.15,0.69,3.84,,,29.51,1.45,7.34,24.22,7.47,,2.50,0.20,7.64,1407.16,
133073,SBM0.2,12/23/2014 10:47,1.78,0.04,6.82,0.01,1.54,,,3.71,0.17,0.68,2.12,5.02,,2.50,0.02,5.82,,
133074,DCF03,12/23/2014 10:31,5.56,0.20,7.82,0.03,1.19,,,4.70,0.46,0.80,3.24,6.34,,2.50,0.17,8.14,,
133078,LMP72,12/30/2014 10:07,5.01,0.27,20.75,0.10,1.77,,,13.40,1.02,1.29,6.03,6.69,0.00,2.50,0.16,7.13,1039.55,
133079,WHB01,12/30/2014 10:57,2.33,1.13,58.70,1.02,4.55,,,35.43,1.68,8.91,29.83,7.63,,2.50,0.11,6.35,1330.54,
133080,SBM0.2,12/30/2014 11:48,1.46,0.04,6.58,0.01,1.53,,,3.46,0.08,0.57,1.66,5.07,,2.50,0.03,6.23,,
133081,DCF03,12/30/2014 11:28,5.30,0.19,8.63,0.02,1.18,,,5.11,0.49,0.76,3.03,6.31,,2.50,0.16,8.27,,
133085,LMP72,1/6/2015 9:36,4.51,0.33,26.71,0.18,2.04,,,17.56,1.22,1.63,7.74,6.75,1.11,7.74,0.14,9.37,1490.22,
133086,WHB01,1/6/2015 10:30,2.51,1.17,61.20,1.05,4.66,,,36.30,1.71,9.30,28.31,7.51,,2.50,0.11,2.00,1803.99,
133087,SBM0.2,1/6/2015 11:00,1.62,0.04,6.62,0.01,1.54,,,3.48,0.07,0.58,1.70,5.08,,2.50,0.02,2.00,,
133088,DCF03,1/6/2015 11:25,5.85,0.26,9.03,0.04,1.35,,,5.52,0.53,0.84,3.37,6.30,,2.50,0.22,5.10,,
133818,MCQ,12/26/2014 12:00,3.54,,140.23,2.57,4.85,,,80.45,3.02,3.91,17.15,,,74.76,,13.00,,
133819,GOF,12/26/2014 12:00,,,13.81,0.12,1.26,,,9.17,0.65,0.80,4.60,,,23.35,,5.42,,
133820,MCQ,1/2/2015 2:00,2.26,3.22,176.82,3.09,5.37,,,105.85,4.21,5.09,24.34,,,86.20,0.04,,,
133824,LMP72,1/13/2015 10:32,4.89,0.38,28.77,0.20,2.14,,,18.38,1.42,1.72,8.10,6.54,1.22,14.22,0.16,7.62,2695.53,
133825,WHB01,1/13/2015 10:47,1.71,1.11,61.10,1.07,4.73,,,35.47,1.98,9.23,28.44,7.55,,24.86,0.01,4.40,1517.68,
133840,DCF03,1/13/2015 14:07,6.45,0.27,10.32,0.04,1.45,,,6.90,1.45,0.94,3.91,6.41,,28.65,0.20,10.63,,
133842,SBM0.2,1/13/2015 14:35,1.41,0.04,7.21,0.02,1.60,,,3.99,0.13,0.54,1.36,5.08,,2.50,0.02,6.41,,
133937,GOF,1/13/2015 11:45,2.49,0.28,19.42,0.14,1.45,0.10,3.99,13.59,0.91,1.07,5.61,6.77,,56.69,0.08,,,
133938,MCQ,1/13/2015 14:15,1.47,3.64,184.70,3.44,5.52,0.06,4.14,110.02,3.90,5.14,26.28,6.87,,75.76,0.13,,,
134173,LMP72,1/20/2015 9:37,4.32,0.42,37.68,0.24,2.22,,,24.44,1.58,1.96,9.15,6.55,2.86,33.13,0.14,11.71,2742.35,
134174,WHB01,1/20/2015 10:26,2.16,1.12,58.76,1.00,4.21,,,34.71,1.50,8.46,27.72,7.22,,16.01,0.10,2.00,1568.57,
134175,SBM0.2,1/20/2015 11:19,1.42,0.04,6.68,0.01,1.52,,,3.24,0.06,0.58,1.59,4.99,,2.50,0.02,2.00,,
134176,DCF03,1/20/2015 10:59,5.51,0.25,10.34,0.06,1.26,,,6.68,0.60,1.04,4.05,6.35,,16.83,0.18,2.00,,
134301,LMP72,1/26/2015 11:00,3.98,0.37,22.98,0.20,1.76,,,15.98,0.97,1.38,6.78,6.67,0.24,25.34,0.14,8.80,1870.52,
134302,WHB01,1/26/2015 11:53,2.20,1.43,56.57,1.14,4.36,,,36.05,1.44,8.15,12.65,7.54,,26.74,0.26,8.35,1464.41,
134303,SBM0.2,1/26/2015 12:52,,,7.29,0.01,1.60,,,3.85,1.05,0.67,1.86,5.02,,2.50,,16.95,,
134304,DCF03,1/26/2015 12:27,5.76,0.27,10.32,0.04,1.22,,,6.69,0.70,1.00,2.97,6.37,,33.43,0.20,22.93,,
134307,HBF,1/29/2015 12:15,,,,,,,,,,,,4.61,,15.31,,2.00,,
134312,WHB01,2/3/2015 11:10,2.27,1.23,55.49,1.16,4.18,,,33.36,1.30,8.18,15.43,7.56,,45.60,0.03,5.77,1567.35,
134313,SBM0.2,2/3/2015 12:23,1.38,0.07,6.93,0.02,1.48,,,3.52,0.09,0.58,1.45,5.00,,2.50,0.05,5.07,,
134314,DCF03,2/3/2015 11:55,5.56,0.26,10.52,0.04,1.11,,,6.94,0.89,0.99,3.99,6.27,,63.06,0.16,2.00,,
134372,LMP72,2/10/2015 11:06,3.98,0.44,28.10,0.23,1.97,0.15,3.76,17.94,1.17,1.75,8.24,6.57,0.67,63.13,0.14,4.47,3410.32,
134373,WHB01,2/10/2015 11:30,1.87,1.15,55.31,1.05,4.05,0.05,2.89,33.73,1.39,9.29,16.44,7.59,,25.05,0.08,2.00,1684.30,
